"Strategies","1","2","3","4","5","6","7","8","9","10"
"MBR-RF",0.3144,0.2826,0.3142,0.3424,0.3374,0.3116,0.3025,0.2926,0.3289,0.3276
"MBR-SVM",0.31,0.0667,0.3041,0.3621,0.2975,0.2964,0.2845,0.0683,0.3513,0.2836
"MBR-SVMt",0.2653,0.071,0.278,0.3501,0.3417,0.224,0.0964,0.0697,0.353,0.3706
"MBR-XGB",0.3643,0.3475,0.362,0.3921,0.3829,0.3575,0.4025,0.3626,0.4323,0.3667
"NS-C5.0",0.2794,0.3108,0.3304,0.3188,0.3033,0.3413,0.3176,0.3053,0.3169,0.2882
"NS-LR",0.2609,0.0667,0.2707,0.3141,0.1446,0.2684,0.2679,0.0667,0.2663,0.3148
"NS-RF",0.3028,0.2808,0.3025,0.3296,0.3307,0.3195,0.2912,0.2828,0.325,0.3278
"NS-SVM",0.2811,0.0654,0.2561,0.1969,0.145,0.2892,0.2843,0.0654,0.1493,0.3531
"NS-SVMt",0.1403,0.0635,0.1367,0.3033,0.1353,0.1422,0.126,0.0797,0.3261,0.1201
"NS-XGB",0.345,0.3354,0.3484,0.3738,0.3695,0.3314,0.3664,0.3449,0.4276,0.3626
"PruDent-C5.0",0.3449,0.347,0.3776,0.3311,0.3272,0.3961,0.3397,0.3824,0.3362,0.3328
"PruDent-LR",0.3225,0.0699,0.297,0.3715,0.349,0.3225,0.3101,0.0667,0.3542,0.3705
"PruDent-RF",0.325,0.2707,0.3099,0.3528,0.3438,0.3145,0.3009,0.292,0.338,0.3281
"PruDent-SVM",0.2831,0.0683,0.2615,0.3162,0.309,0.2945,0.2955,0.0686,0.3197,0.3469
"PruDent-SVMt",0.2475,0.0681,0.278,0.3207,0.2664,0.239,0.2075,0.0756,0.3112,0.335
"PruDent-XGB",0.3643,0.3475,0.362,0.3921,0.3829,0.3575,0.4025,0.3626,0.4323,0.3667
"RDBR-C5.0",0.3761,0.3454,0.376,0.329,0.3409,0.4043,0.333,0.3948,0.3461,0.3289
"RDBR-LR",0.2956,0.0683,0.2909,0.348,0.3331,0.313,0.2839,0.067,0.3253,0.3161
"RDBR-RF",0.296,0.275,0.2978,0.3561,0.3536,0.3021,0.3093,0.2941,0.3374,0.3157
"RDBR-SVM",0.2948,0.0654,0.2766,0.3582,0.295,0.3063,0.3271,0.0654,0.3182,0.3866
"RDBR-SVMt",0.2676,0.0587,0.2643,0.3242,0.2722,0.2534,0.2741,0.0797,0.2781,0.3426
"RDBR-XGB",0.3673,0.3462,0.3605,0.3923,0.3781,0.3486,0.3983,0.3592,0.4349,0.3755
