"Strategy","1","2","3","4","5","6","7","8","9","10"
"CC-RF",0.6244,0.613,0.6315,0.6133,0.6101,0.6281,0.6234,0.6353,0.6265,0.6144
"DBR-RF",0.6367,0.6331,0.6601,0.6336,0.6446,0.655,0.6499,0.651,0.6552,0.6463
"EBR-RF",0.6361,0.6103,0.6343,0.6231,0.6135,0.6377,0.6318,0.6305,0.6374,0.6227
"ECC-RF",0.6408,0.6172,0.6547,0.635,0.6025,0.6309,0.6325,0.6333,0.6381,0.6207
"MBR-RF",0.6367,0.6214,0.6288,0.6196,0.6059,0.6309,0.6269,0.6244,0.6333,0.6304
"NS-RF",0.6244,0.613,0.6315,0.6133,0.6101,0.6281,0.6234,0.6353,0.6265,0.6144
"PruDent-RF",0.6313,0.6165,0.6302,0.6238,0.5997,0.6357,0.6213,0.6312,0.6395,0.629
"RDBR-RF",0.6292,0.62,0.6567,0.6217,0.6135,0.6419,0.6283,0.6476,0.6429,0.629
"BR-SVM",0.5984,0.5867,0.603,0.5986,0.5866,0.6136,0.5879,0.6094,0.6045,0.5853
"BR+-SVM",0.6018,0.595,0.6016,0.5944,0.597,0.6033,0.6046,0.6108,0.6073,0.6123
"CC-SVM",0.5977,0.5853,0.5962,0.6056,0.5887,0.5971,0.599,0.5924,0.6018,0.5978
"DBR-SVM",0.6107,0.5957,0.6098,0.6049,0.5963,0.6088,0.6011,0.6155,0.6114,0.6082
"EBR-SVM",0.6107,0.5992,0.6145,0.6042,0.5908,0.6061,0.5907,0.6142,0.5997,0.6033
"ECC-SVM",0.6018,0.5853,0.6111,0.5965,0.5832,0.5992,0.5921,0.6005,0.6018,0.6019
"MBR-SVM",0.6011,0.5839,0.603,0.6021,0.5845,0.6136,0.5983,0.6019,0.5963,0.5999
"NS-SVM",0.599,0.7455,0.6044,0.5986,0.5797,0.6006,0.5948,0.6053,0.6066,0.5999
"PruDent-SVM",0.61,0.586,0.6098,0.6021,0.5804,0.6109,0.5969,0.6074,0.6045,0.5902
"RDBR-SVM",0.5942,0.5908,0.6023,0.5944,0.5873,0.6019,0.6067,0.6067,0.6059,0.6123
"BR-SVMt",0.6066,0.5895,0.6173,0.6035,0.6184,0.6205,0.6018,0.606,0.6052,0.6061
"BR+-SVMt",0.6162,0.611,0.6268,0.6126,0.6059,0.6116,0.6172,0.6251,0.6059,0.6158
"CC-SVMt",0.6052,0.6103,0.6084,0.6007,0.6149,0.6095,0.5921,0.6033,0.5922,0.595
"DBR-SVMt",0.6134,0.6151,0.6315,0.6301,0.6066,0.6164,0.6074,0.619,0.6162,0.6255
"EBR-SVMt",0.5942,0.5992,0.6091,0.6049,0.5949,0.6074,0.6025,0.5883,0.61,0.5985
"ECC-SVMt",0.6155,0.6241,0.6064,0.6133,0.5887,0.595,0.6081,0.5985,0.6114,0.6172
"MBR-SVMt",0.6073,0.5791,0.6207,0.6077,0.5797,0.615,0.5976,0.606,0.6038,0.6068
"NS-SVMt",0.623,0.6103,0.6084,0.7476,0.619,0.7459,0.7413,0.6121,0.7505,0.6117
"PruDent-SVMt",0.6038,0.5825,0.6098,0.6098,0.579,0.6185,0.6046,0.6121,0.6086,0.6089
"RDBR-SVMt",0.6004,0.6144,0.6064,0.6161,0.5873,0.6281,0.6144,0.6142,0.6011,0.6179
"BR-XGB",0.623,0.647,0.6343,0.6189,0.6163,0.6426,0.6353,0.604,0.6299,0.6373
"BR+-XGB",0.645,0.6366,0.6472,0.6287,0.6246,0.6522,0.6332,0.6312,0.6552,0.6456
"CC-XGB",0.634,0.6269,0.6356,0.6252,0.6018,0.6412,0.6241,0.619,0.6354,0.6352
"DBR-XGB",0.6415,0.6408,0.6465,0.6343,0.6349,0.6605,0.6318,0.6278,0.6498,0.6533
"EBR-XGB",0.608,0.5832,0.6173,0.5916,0.588,0.6377,0.5962,0.6101,0.6093,0.6012
"ECC-XGB",0.6175,0.5999,0.6329,0.6014,0.5908,0.6364,0.6185,0.6128,0.6093,0.6075
"MBR-XGB",0.6271,0.6491,0.6363,0.6231,0.6184,0.6467,0.6388,0.6115,0.6395,0.6429
"NS-XGB",0.634,0.6269,0.6356,0.6252,0.6018,0.6412,0.6241,0.619,0.6354,0.6352
"PruDent-XGB",0.6313,0.6477,0.6377,0.6245,0.6128,0.6453,0.6269,0.6135,0.6292,0.6325
"RDBR-XGB",0.6374,0.6227,0.6615,0.6357,0.6232,0.6543,0.6346,0.6421,0.647,0.6401
