"Strategy","1","2","3","4","5","6","7","8","9","10"
"ECC-RF",0.6979,0.7071,0.7026,0.6994,0.6974,0.6974,0.6926,0.7039,0.7138,0.6996
"MBR-RF",0.7425,0.7483,0.7467,0.7565,0.7426,0.7391,0.7445,0.7498,0.7537,0.7482
"NS-RF",0.7519,0.7586,0.7592,0.7571,0.7412,0.7514,0.7477,0.7494,0.7613,0.7421
"PruDent-RF",0.7471,0.7565,0.7533,0.7515,0.7396,0.7412,0.7568,0.7457,0.7591,0.7357
"RDBR-RF",0.7456,0.7554,0.7504,0.7599,0.7409,0.7578,0.7488,0.7544,0.76,0.7446
"BR-SVM",0.7247,0.7315,0.7213,0.7302,0.7154,0.7232,0.7521,0.7305,0.7309,0.718
"BR+-SVM",0.7238,0.7302,0.7232,0.7318,0.7181,0.7168,0.7475,0.7316,0.7318,0.7182
"CC-SVM",0.7225,0.7256,0.7183,0.7365,0.7212,0.7213,0.743,0.7297,0.7305,0.7181
"DBR-SVM",0.7238,0.7282,0.7213,0.7311,0.7178,0.7195,0.7497,0.7301,0.7288,0.7172
"EBR-SVM",0.6852,0.6892,0.6813,0.7012,0.6816,0.6805,0.6942,0.6836,0.6864,0.6771
"ECC-SVM",0.6926,0.6913,0.6824,0.6924,0.6803,0.682,0.6883,0.6875,0.6921,0.6819
"MBR-SVM",0.7282,0.732,0.7197,0.7315,0.7146,0.7221,0.745,0.7279,0.7297,0.715
"NS-SVM",0.7296,0.7292,0.7263,0.7353,0.7175,0.7256,0.7533,0.7335,0.7305,0.721
"PruDent-SVM",0.7245,0.7293,0.7189,0.7327,0.7131,0.7195,0.7489,0.7261,0.7282,0.7136
"RDBR-SVM",0.724,0.7322,0.7248,0.7304,0.7195,0.7185,0.7463,0.7311,0.7298,0.7203
"BR-SVMt",0.7076,0.7372,0.7409,0.7271,0.7287,0.693,0.7335,0.7387,0.7211,0.695
"BR+-SVMt",0.7025,0.7464,0.7405,0.6791,0.7299,0.7085,0.7233,0.7388,0.7371,0.7212
"CC-SVMt",0.727,0.7431,0.7373,0.7124,0.7327,0.6921,0.7304,0.7391,0.7318,0.7169
"DBR-SVMt",0.7142,0.7483,0.7267,0.7222,0.7205,0.7036,0.7207,0.7286,0.7381,0.7199
"EBR-SVMt",0.6848,0.692,0.677,0.672,0.6782,0.67,0.6774,0.6663,0.6958,0.6814
"ECC-SVMt",0.6652,0.6709,0.6868,0.6637,0.6854,0.6751,0.6391,0.6703,0.69,0.7023
"MBR-SVMt",0.7045,0.7325,0.741,0.727,0.7308,0.6937,0.7297,0.7268,0.7193,0.6892
"NS-SVMt",0.7035,0.7387,0.7432,0.7239,0.7305,0.6867,0.7341,0.7287,0.7383,0.7113
"PruDent-SVMt",0.7054,0.7331,0.7359,0.7263,0.7208,0.6923,0.7252,0.7277,0.7336,0.6948
"RDBR-SVMt",0.647,0.7366,0.7155,0.7199,0.7324,0.7043,0.7217,0.733,0.7324,0.7169
"BR-XGB",0.7305,0.7345,0.7354,0.7406,0.7172,0.7134,0.72,0.7321,0.7444,0.7189
"BR+-XGB",0.737,0.7382,0.7286,0.7407,0.7224,0.7223,0.716,0.7411,0.7431,0.7248
"CC-XGB",0.7191,0.7254,0.7288,0.7342,0.7311,0.7087,0.7094,0.7339,0.7476,0.7186
"DBR-XGB",0.7312,0.7393,0.7254,0.7402,0.7266,0.717,0.7121,0.7348,0.743,0.7282
"EBR-XGB",0.6883,0.7022,0.7001,0.7014,0.6937,0.6936,0.6949,0.7002,0.719,0.6936
"ECC-XGB",0.6911,0.706,0.6912,0.6985,0.6968,0.7012,0.6856,0.6993,0.7227,0.6976
"MBR-XGB",0.7305,0.7345,0.7354,0.7406,0.7172,0.7134,0.72,0.7321,0.7444,0.7189
"NS-XGB",0.7191,0.7254,0.7288,0.7342,0.7311,0.7087,0.7094,0.7339,0.7476,0.7186
"PruDent-XGB",0.7253,0.7332,0.7284,0.7352,0.7191,0.7146,0.7163,0.7358,0.7477,0.7198
"RDBR-XGB",0.7298,0.7376,0.7247,0.7352,0.722,0.7185,0.7148,0.7375,0.741,0.73
