"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-RF",0.7934,0.7852,0.7934,0.7852,0.7934,0.7852,0.7934,0.7852,0.7934,0.7852
"BR+-RF",0.7879,0.7899,0.7879,0.7899,0.7879,0.7899,0.7879,0.7899,0.7879,0.7899
"CC-RF",0.7876,0.7882,0.7876,0.7882,0.7876,0.7882,0.7876,0.7882,0.7876,0.7882
"DBR-RF",0.7937,0.7846,0.7937,0.7846,0.7937,0.7846,0.7937,0.7846,0.7937,0.7846
"EBR-RF",0.7915,0.7895,0.7915,0.7895,0.7915,0.7895,0.7915,0.7895,0.7915,0.7895
"ECC-RF",0.792,0.7908,0.792,0.7908,0.792,0.7908,0.792,0.7908,0.792,0.7908
"MBR-RF",0.7981,0.7835,0.7893,0.7849,0.7965,0.7915,0.7915,0.7835,0.7951,0.7882
"NS-RF",0.7876,0.789,0.7876,0.789,0.7876,0.789,0.7876,0.789,0.7876,0.789
"PruDent-RF",0.7932,0.7926,0.7912,0.789,0.7968,0.7924,0.7893,0.786,0.7959,0.7813
"RDBR-RF",0.7879,0.7874,0.7879,0.7874,0.7879,0.7874,0.7879,0.7874,0.7879,0.7874
"BR-SVM",0.7866,0.7937,0.7866,0.7937,0.7866,0.7937,0.7866,0.7937,0.7866,0.7937
"BR+-SVM",0.7875,0.7968,0.7875,0.7968,0.7875,0.7968,0.7875,0.7968,0.7875,0.7968
"CC-SVM",0.7872,0.7982,0.7872,0.7982,0.7872,0.7982,0.7872,0.7982,0.7872,0.7982
"DBR-SVM",0.7875,0.7943,0.7875,0.7943,0.7875,0.7943,0.7875,0.7943,0.7875,0.7943
"EBR-SVM",0.7811,0.794,0.7811,0.794,0.7811,0.794,0.7811,0.794,0.7811,0.794
"ECC-SVM",0.7898,0.7984,0.7898,0.7984,0.7898,0.7984,0.7898,0.7984,0.7898,0.7984
"MBR-SVM",0.7883,0.7935,0.7878,0.7937,0.7891,0.7954,0.7872,0.7943,0.788,0.7951
"NS-SVM",0.7868,0.7975,0.7868,0.7975,0.7868,0.7975,0.7868,0.7975,0.7868,0.7975
"PruDent-SVM",0.7872,0.7937,0.7872,0.7935,0.7878,0.7932,0.788,0.7929,0.788,0.7918
"RDBR-SVM",0.7883,0.7976,0.7883,0.7976,0.7883,0.7976,0.7883,0.7976,0.7883,0.7976
"BR-SVMt",0.7926,0.7946,0.7926,0.7946,0.7926,0.7946,0.7926,0.7946,0.7926,0.7946
"BR+-SVMt",0.7937,0.7877,0.7937,0.7877,0.7994,0.7877,0.7937,0.8004,0.7937,0.8004
"CC-SVMt",0.7896,0.8004,0.7896,0.8004,0.7896,0.8004,0.7896,0.8004,0.7896,0.8004
"DBR-SVMt",0.792,0.7946,0.803,0.789,0.792,0.7946,0.803,0.7946,0.803,0.789
"EBR-SVMt",0.7861,0.7899,0.788,0.7953,0.7907,0.7944,0.7797,0.7944,0.788,0.7955
"ECC-SVMt",0.7934,0.7989,0.7987,0.7989,0.7987,0.7931,0.7958,0.782,0.799,0.7746
"MBR-SVMt",0.7898,0.7954,0.7918,0.7962,0.7912,0.7935,0.794,0.7957,0.7915,0.7979
"NS-SVMt",0.7934,0.7993,0.7934,0.7993,0.7934,0.7993,0.7934,0.7993,0.7934,0.7993
"PruDent-SVMt",0.7909,0.7965,0.7904,0.7962,0.7907,0.796,0.7898,0.7946,0.7918,0.7946
"RDBR-SVMt",0.7932,0.8015,0.7932,0.8015,0.7932,0.8015,0.7932,0.8015,0.7987,0.7879
"BR-XGB",0.7829,0.7958,0.7829,0.7958,0.7829,0.7958,0.7829,0.7958,0.7829,0.7958
"BR+-XGB",0.7754,0.7774,0.7754,0.7774,0.7754,0.7774,0.7754,0.7774,0.7754,0.7774
"CC-XGB",0.7729,0.7666,0.7729,0.7666,0.7729,0.7666,0.7729,0.7666,0.7729,0.7666
"DBR-XGB",0.7855,0.7926,0.7855,0.7926,0.7855,0.7926,0.7855,0.7926,0.7855,0.7926
"EBR-XGB",0.7984,0.8025,0.7984,0.8025,0.7984,0.8025,0.7984,0.8025,0.7984,0.8025
"ECC-XGB",0.7801,0.7996,0.7801,0.7996,0.7801,0.7996,0.7801,0.7996,0.7801,0.7996
"MBR-XGB",0.7829,0.7958,0.7829,0.7958,0.7829,0.7958,0.7829,0.7958,0.7829,0.7958
"NS-XGB",0.7729,0.7688,0.7729,0.7688,0.7729,0.7688,0.7729,0.7688,0.7729,0.7688
"PruDent-XGB",0.7829,0.7958,0.7829,0.7958,0.7829,0.7958,0.7829,0.7958,0.7829,0.7958
"RDBR-XGB",0.7771,0.7835,0.7771,0.7835,0.7771,0.7835,0.7771,0.7835,0.7771,0.7835
