"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR+-SVMt",0.4559,0.4498,0.4652,0.4517,0.4584,0.469,0.4451,0.455,0.4514,0.4448
"CC-SVMt",0.4051,0.4411,0.4459,0.4342,0.4461,0.4535,0.4377,0.4449,0.4558,0.4481
"DBR-SVMt",0.4512,0.4558,0.4512,0.4484,0.4566,0.4603,0.4452,0.4495,0.449,0.4443
"EBR-SVMt",0.4345,0.4554,0.443,0.4605,0.474,0.4617,0.4485,0.4569,0.4633,0.4469
"ECC-SVMt",0.4603,0.4705,0.4436,0.4662,0.4785,0.4769,0.4524,0.4702,0.451,0.4611
"MBR-SVMt",0.4393,0.4438,0.4444,0.4301,0.4227,0.4439,0.4381,0.4369,0.4399,0.4384
"NS-SVMt",0.448,0.4391,0.4423,0.4335,0.4366,0.4528,0.429,0.4406,0.4468,0.4436
"PruDent-SVMt",0.4267,0.4209,0.4242,0.4264,0.4283,0.4387,0.4244,0.4292,0.4205,0.4246
"RDBR-SVMt",0.4626,0.4625,0.4662,0.4524,0.4658,0.4677,0.4488,0.4562,0.4566,0.4501
"BR-XGB",0.4028,0.4034,0.3956,0.4017,0.412,0.4035,0.3922,0.4082,0.3966,0.4033
"BR+-XGB",0.4158,0.4221,0.4028,0.4186,0.4346,0.4199,0.4078,0.4216,0.4118,0.4232
"CC-XGB",0.4235,0.4162,0.4214,0.4284,0.4268,0.4188,0.4215,0.4163,0.4242,0.4238
"DBR-XGB",0.4027,0.4024,0.3929,0.3987,0.4125,0.4012,0.391,0.4068,0.3988,0.404
"EBR-XGB",0.4284,0.4337,0.4248,0.4365,0.4389,0.4332,0.4312,0.4349,0.4348,0.4319
"ECC-XGB",0.426,0.4199,0.4142,0.4328,0.4399,0.4321,0.4145,0.4337,0.4236,0.4221
"MBR-XGB",0.4028,0.4034,0.3956,0.4017,0.412,0.4035,0.3922,0.4082,0.3966,0.4033
"NS-XGB",0.4243,0.4182,0.4224,0.4284,0.4251,0.419,0.4223,0.4165,0.4254,0.4217
"PruDent-XGB",0.3969,0.3919,0.3847,0.3998,0.405,0.4012,0.3919,0.402,0.3951,0.3926
"RDBR-XGB",0.4084,0.4077,0.3962,0.4112,0.4291,0.4023,0.3935,0.4048,0.3979,0.4198
