"Strategy","1","2","3","4","5","6","7","8","9","10"
"BR-RF",0.6906,0.6561,0.6783,0.6785,0.6628,0.6706,0.665,0.6784,0.6644,0.6689
"BR+-RF",0.6973,0.6694,0.675,0.6768,0.6728,0.6906,0.6683,0.6918,0.6795,0.6522
"CC-RF",0.7007,0.6678,0.6799,0.6869,0.6661,0.6839,0.6583,0.6884,0.6443,0.6473
"DBR-RF",0.6973,0.6694,0.6799,0.6785,0.6728,0.6906,0.6683,0.6935,0.6762,0.6522
"EBR-RF",0.6973,0.6578,0.6866,0.6886,0.6795,0.704,0.6717,0.6901,0.6846,0.6739
"ECC-RF",0.694,0.6628,0.6915,0.697,0.6678,0.6906,0.6733,0.6851,0.6711,0.6705
"MBR-RF",0.6789,0.6628,0.6766,0.6785,0.6745,0.6706,0.655,0.6901,0.6577,0.6489
"NS-RF",0.6923,0.6661,0.6816,0.6801,0.6694,0.6856,0.6567,0.6784,0.6795,0.6622
"PruDent-RF",0.7007,0.6594,0.6783,0.6785,0.6711,0.6689,0.6667,0.6851,0.6594,0.6473
"RDBR-RF",0.6957,0.6745,0.6783,0.6751,0.6745,0.689,0.6633,0.6935,0.6795,0.6522
"BR-SVM",0.689,0.6661,0.6783,0.6751,0.6811,0.6823,0.6667,0.6734,0.6577,0.6672
"BR+-SVM",0.689,0.6694,0.6716,0.67,0.6811,0.6756,0.67,0.6767,0.656,0.6705
"CC-SVM",0.6856,0.6628,0.6716,0.6684,0.6795,0.6823,0.6633,0.67,0.656,0.6739
"DBR-SVM",0.6873,0.6694,0.6733,0.6734,0.6795,0.6806,0.67,0.675,0.6544,0.6705
"EBR-SVM",0.6856,0.6661,0.6617,0.6768,0.6828,0.6689,0.6767,0.665,0.6661,0.6739
"ECC-SVM",0.6923,0.6728,0.6899,0.6734,0.6878,0.6605,0.6683,0.6533,0.6711,0.6639
"MBR-SVM",0.6806,0.6795,0.67,0.6717,0.6795,0.6789,0.6633,0.6717,0.656,0.6755
"NS-SVM",0.689,0.6644,0.675,0.6734,0.6828,0.6806,0.6683,0.6667,0.6577,0.6739
"PruDent-SVM",0.6873,0.6778,0.6816,0.6818,0.6878,0.6856,0.67,0.6784,0.6695,0.6689
"RDBR-SVM",0.6856,0.6628,0.6716,0.6684,0.6778,0.6722,0.6667,0.67,0.6594,0.6689
"BR-SVMt",0.7107,0.6745,0.675,0.6818,0.6578,0.6739,0.6633,0.6583,0.6527,0.7005
"BR+-SVMt",0.6906,0.6728,0.6683,0.6768,0.6694,0.6689,0.6617,0.6784,0.6628,0.6855
"CC-SVMt",0.7124,0.6644,0.67,0.6751,0.6661,0.6706,0.6617,0.6616,0.6527,0.6772
"DBR-SVMt",0.6973,0.6811,0.6982,0.6751,0.6745,0.6706,0.6817,0.67,0.6812,0.6789
"EBR-SVMt",0.694,0.6678,0.6882,0.6936,0.6678,0.6756,0.665,0.6667,0.6879,0.6855
"ECC-SVMt",0.6923,0.6811,0.6849,0.702,0.6811,0.6856,0.6817,0.6767,0.6862,0.6705
"MBR-SVMt",0.689,0.6912,0.6716,0.6785,0.6678,0.6739,0.6667,0.66,0.6594,0.6705
"NS-SVMt",0.6856,0.6678,0.675,0.6785,0.6728,0.6839,0.69,0.675,0.656,0.6889
"PruDent-SVMt",0.6923,0.6811,0.665,0.6633,0.6711,0.6756,0.6733,0.6667,0.6628,0.6889
"RDBR-SVMt",0.6839,0.6578,0.665,0.6919,0.6795,0.6639,0.6767,0.6616,0.6678,0.6772
"BR-XGB",0.6756,0.6861,0.6998,0.6886,0.6895,0.699,0.6767,0.7052,0.6728,0.6772
"BR+-XGB",0.6923,0.6845,0.7098,0.6886,0.7028,0.699,0.665,0.6935,0.6745,0.6622
"CC-XGB",0.6823,0.6778,0.6965,0.7003,0.6895,0.694,0.6767,0.6834,0.6711,0.6606
"DBR-XGB",0.699,0.6878,0.7081,0.6852,0.6995,0.6973,0.6633,0.6935,0.6728,0.6639
"EBR-XGB",0.6455,0.6444,0.6501,0.6633,0.6795,0.6555,0.6583,0.66,0.6544,0.6439
"ECC-XGB",0.6589,0.6678,0.6733,0.6549,0.6694,0.6355,0.6433,0.6516,0.646,0.6456
"MBR-XGB",0.6756,0.6861,0.6998,0.6886,0.6895,0.6957,0.6783,0.7052,0.6678,0.6805
"NS-XGB",0.6823,0.6761,0.6965,0.6936,0.6895,0.694,0.6783,0.6834,0.6711,0.6606
"PruDent-XGB",0.6756,0.6861,0.6998,0.6886,0.6895,0.699,0.6767,0.7052,0.6728,0.6772
"RDBR-XGB",0.6873,0.6828,0.7032,0.6869,0.7028,0.699,0.6667,0.6918,0.6762,0.6622
