"Strategy","1","2","3","4","5","6","7","8","9","10"
"NS-SVMt",0.0898,0.087,0.1083,0.1244,0.1062,0.0995,0.1042,0.1049,0.1055,0.0959
"PruDent-SVMt",0.0897,0.0901,0.1093,0.1161,0.1067,0.1029,0.109,0.1072,0.1068,0.0929
"RDBR-SVMt",0.092,0.0912,0.1038,0.1235,0.1058,0.1011,0.1096,0.1052,0.1056,0.0999
"BR-XGB",0.1039,0.1245,0.124,0.1192,0.1102,0.1135,0.1407,0.1334,0.112,0.1082
"BR+-XGB",0.1057,0.1259,0.1265,0.1225,0.1099,0.1142,0.1404,0.1337,0.1117,0.1092
"CC-XGB",0.106,0.1247,0.1252,0.1245,0.1099,0.1134,0.142,0.1315,0.1128,0.1082
"DBR-XGB",0.1047,0.1254,0.1265,0.123,0.1101,0.1147,0.1404,0.133,0.1122,0.1092
"EBR-XGB",0.1154,0.1538,0.1327,0.1453,0.1349,0.1429,0.1439,0.1687,0.1665,0.1584
"ECC-XGB",0.1131,0.1353,0.1396,0.1383,0.1195,0.1325,0.1605,0.1344,0.1458,0.1308
"MBR-XGB",0.1218,0.145,0.1656,0.1581,0.1346,0.1348,0.1375,0.1678,0.1348,0.1419
"NS-XGB",0.106,0.1247,0.1252,0.1245,0.1099,0.1134,0.142,0.1315,0.1128,0.1082
"PruDent-XGB",0.1039,0.126,0.124,0.1189,0.1102,0.1163,0.1407,0.1358,0.112,0.1082
"RDBR-XGB",0.1057,0.1264,0.1265,0.125,0.1099,0.1139,0.1404,0.1351,0.1117,0.1093
