"Strategy","1","2","3","4","5","6","7","8","9","10"
"DBR-RF",0.2496,0.2113,0.2378,0.2442,0.2187,0.2239,0.255,0.2107,0.1931,0.2328
"EBR-RF",0.2233,0.2148,0.2137,0.1886,0.2362,0.2297,0.2327,0.1852,0.2132,0.2231
"ECC-RF",0.232,0.21,0.2033,0.2209,0.2013,0.2316,0.2048,0.2111,0.2039,0.1994
"MBR-RF",0.2787,0.2058,0.2127,0.2064,0.1923,0.198,0.2665,0.2056,0.2201,0.21
"NS-RF",0.2793,0.2104,0.2028,0.2327,0.2238,0.2344,0.2549,0.2087,0.2256,0.2171
"PruDent-RF",0.2256,0.2117,0.2146,0.1838,0.2238,0.2345,0.2757,0.209,0.2264,0.23
"RDBR-RF",0.2651,0.2018,0.1911,0.2238,0.2105,0.1985,0.2618,0.2136,0.2156,0.2293
"BR-SVM",0.338,0.3011,0.3405,0.265,0.2991,0.2794,0.3478,0.3281,0.3196,0.298
"BR+-SVM",0.3153,0.3055,0.3662,0.2991,0.3266,0.3152,0.3145,0.3004,0.3343,0.3018
"CC-SVM",0.3141,0.2941,0.3145,0.2711,0.3156,0.2888,0.3483,0.322,0.3303,0.3057
"DBR-SVM",0.3125,0.3072,0.353,0.2993,0.3188,0.3164,0.3102,0.2986,0.3366,0.3023
"EBR-SVM",0.292,0.2679,0.2811,0.2696,0.2782,0.3089,0.2389,0.259,0.2693,0.2839
"ECC-SVM",0.2619,0.3577,0.2921,0.2704,0.2645,0.2834,0.223,0.2726,0.3305,0.2477
"MBR-SVM",0.3135,0.3138,0.3444,0.2488,0.316,0.265,0.3395,0.3206,0.347,0.3241
"NS-SVM",0.2933,0.3397,0.3142,0.2589,0.3158,0.3568,0.3466,0.3195,0.336,0.3142
"PruDent-SVM",0.3083,0.3024,0.3625,0.2762,0.3105,0.3059,0.268,0.3074,0.2942,0.3021
"RDBR-SVM",0.3142,0.3057,0.3638,0.3059,0.3256,0.3151,0.3123,0.3004,0.3369,0.3014
"BR-SVMt",0.2794,0.3276,0.2833,0.2999,0.2688,0.281,0.3288,0.3036,0.0958,0.3094
"BR+-SVMt",0.2895,0.3071,0.2639,0.2701,0.3115,0.3042,0.2989,0.3292,0.11,0.3187
"CC-SVMt",0.3005,0.2716,0.2916,0.2969,0.3428,0.286,0.2901,0.3232,0.0965,0.2676
"DBR-SVMt",0.282,0.2588,0.2838,0.3135,0.2911,0.2947,0.3359,0.3188,0.1628,0.2973
"EBR-SVMt",0.2844,0.256,0.2946,0.261,0.2562,0.2707,0.2904,0.2731,0.3388,0.3482
"ECC-SVMt",0.2764,0.2296,0.2717,0.263,0.3267,0.227,0.3033,0.3024,0.308,0.2957
"MBR-SVMt",0.2887,0.3007,0.3003,0.304,0.302,0.2628,0.2735,0.3143,0.1484,0.3278
"NS-SVMt",0.2536,0.2519,0.3792,0.289,0.3614,0.2719,0.3847,0.3208,0.3329,0.3063
"PruDent-SVMt",0.2746,0.3009,0.3074,0.2749,0.2583,0.3031,0.2622,0.3036,0.104,0.2586
"RDBR-SVMt",0.273,0.3018,0.2676,0.2849,0.2924,0.2649,0.2486,0.3276,0.0833,0.2771
"BR-XGB",0.3156,0.3675,0.3425,0.3453,0.3783,0.3787,0.3488,0.3318,0.3488,0.3709
"BR+-XGB",0.3612,0.3866,0.3298,0.3318,0.375,0.3865,0.3547,0.3299,0.3663,0.3793
"CC-XGB",0.3344,0.3879,0.3334,0.3292,0.3633,0.3706,0.376,0.3464,0.3563,0.3718
"DBR-XGB",0.3598,0.386,0.3338,0.3334,0.3707,0.3821,0.3551,0.3388,0.3681,0.3709
"EBR-XGB",0.3423,0.3379,0.3592,0.3337,0.3659,0.3409,0.3079,0.3443,0.3527,0.3678
"ECC-XGB",0.3407,0.3597,0.3369,0.3334,0.3799,0.3359,0.37,0.3421,0.3598,0.3815
"MBR-XGB",0.3183,0.3666,0.344,0.3435,0.3776,0.3818,0.3421,0.3322,0.3488,0.3709
"NS-XGB",0.3559,0.3506,0.3328,0.342,0.3555,0.375,0.3319,0.3414,0.3751,0.3368
"PruDent-XGB",0.3156,0.3675,0.3425,0.3453,0.3783,0.3787,0.3488,0.3318,0.3488,0.3709
"RDBR-XGB",0.3407,0.3903,0.3475,0.3296,0.3802,0.3649,0.3876,0.3463,0.3706,0.4
